FID,REITTI,SUUNTA,PYS_JARJNR,SOLMUTUNNU,LYHYTTUNNU,X,Y,PROJ_X,PROJ_Y,NIMI,NIMIR,OSOITE,OSOITER,AIK_VOIM,VERKKO,VPPYSAKKI,TARIFFIALU,JOUKKOLLAJ
8535,1802K,2,19,1493102,H4530,2557508,6673858,2557521,6673848,Gunillantie,Gunillavägen,Koirasaarentie,Hundholmsvägen,0,1, ,01,21
8536,1805,2,8,1454115,H4468,2560201,6679597,2560198,6679615,Lallukankuja,Lallukkagränden,Lallukantie,Lallukkavägen,1,1,0,01,21
8537,1811,2,29,1471106,H4856,2560286,6681296,2560278,6681312,Ostoskuja,Köpgränden,Ostostie 2,Köpvägen 2,1,1,1,01,21
8538,2003,1,10,2132211,E1810,2542511,6678393,2542529,6678387,Lansanportti,Lansaporten,Karantie,Karavägen,1,1,1,02,01
8539,2010,2,10,2311201,E3101,2541257,6672396,2541274,6672404,Matinkylä (M),Mattby (M),Piispansilta,Biskopsbron,1,1,1,02,01
8540,1816,1,12,1544155,H4914,2561998,6676471,2561996,6676472,Rantapuisto,Rantapuisto,Furuborginkatu,Furuborgsgatan,1,1, , ,21
8541,2005,1,36,2312218,E3120,2540659,6671620,2540644,6671614,Kalastajankuja,Fiskargränden,Kalastajantie,Fiskarvägen,1,1,1,02,01
8542,1802K,2,20,1494100,H4160,2557312,6672877,2557309,6672873,Stansvikin kartano,Stansvik gård,Stansvikintie,Stansvikvägen,0,1, ,01,21
8543,1811K,2,14,4910209,V9109,2561821,6681802,2561819,6681788,Länsimäen kirkko,Västerkulla kyrka,Kerokuja,Kerogränden,1,1, ,04,21
8544,1805,2,9,1471164,H4387,2560208,6679841,2560200,6679826,Karjatanhuanpolku,Fästigen,Klamintie,Klamivägen,1,1,0,01,21
8545,1811,2,30,1471150,H4458,2560374,6681267,2560392,6681279,Ostostie,Köpvägen,Kotikonnuntie,Hemgårdsvägen,1,1,1,01,21
8546,2010,2,11,2313204,E3125,2541720,6672223,2541714,6672236,Matinniitty,Mattängen,Matinkatu,Mattsgatan,1,1,1,02,01
8547,2003,1,11,2131244,E1306,2542463,6678029,2542478,6678021,Nihtimäki,Knektbacken,Nihtisillantie,Knektbrovägen,1,1,1,02,01
8548,1816,2,1,1544155,H4914,2561998,6676471,2561996,6676472,Rantapuisto,Rantapuisto,Furuborginkatu,Furuborgsgatan,1,1,1,01,21
8549,2005,1,37,2314220,E3136,2540515,6671951,2540502,6671944,Kalaonni,Fiskelyckan,Kalastajantie,Fiskarvägen,1,1,1,02,01
8550,1802K,2,21,1494157,H4156,2557088,6673457,2557085,6673464,Stansvikintie,Stansviksvägen,Koirasaarentie,Hundholmsvägen,0,1, ,01,21
8551,1811K,2,15,4910226,V9126,2561823,6681712,2561813,6681693,Länsimäen terveysas.,Västerkulla hälsost.,Pallastunturintie,Pallastunturivägen,1,1, ,04,21
8552,1816,2,2,1544102,H4912,2561914,6676649,2561899,6676663,Verkkotie,Nätvägen,Ramsinniementie,Ramsöuddsvägen,1,1,1,01,21
8553,2003,1,12,2131246,E1308,2542095,6677796,2542102,6677777,Nihtisillankuja,Knektbrogränden,Nihtisillantie,Knektbrovägen,1,1,1,02,01
8554,1805,2,10,1471123,H4389,2560290,6680015,2560277,6680024,Häyhäntie,Häyhävägen,Humikkalantie,Humikkalavägen,1,1,1,01,21
8555,1811,2,31,1471117,H4404,2560290,6681015,2560302,6680998,Kontula(M),Gårdsbacka(M),Kontulantie,Gårdsbackavägen,1,1,1,01,21
8556,2010,2,12,2314204,E3133,2542116,6672393,2542114,6672410,Iirislahti,Irisvik,Hauenkalliontie,Gäddbergsvägen,1,1,1,02,01
8557,2005,1,38,2312201,E3143,2540497,6672014,2540491,6672011,Kalatorppa,Fisketorpet,Kalastajamäki,Fiskarbacken,1,1, , ,01
8558,1811K,2,16,4910224,V9124,2561747,6681746,2561738,6681728,Kilpakuja,Tävlingsgränden,Pallastunturintie,Pallastunturivägen,1,1, ,04,21
8559,1802K,2,22,1491167,H4317,2557519,6673802,2557497,6673804,Gunillantie,Gunillavägen,Koirasaarentie,Hundholmsvägen,0,1, ,01,21
8560,1816,2,3,1544100,H4910,2562175,6676768,2562163,6676776,Täkykuja,Agngränden,Ramsinniementie,Ramsöuddsvägen,1,1,1,01,21
8561,1805,2,11,1471129,H4379,2561113,6680329,2561100,6680343,Linnanherrantie,Borgherrevägen,Humikkalantie 63,Humikkalavägen 63,1,1,1,01,21
8562,2003,1,13,2131248,E1310,2541909,6677672,2541919,6677665,Kutojantie,Vävarsvägen,Nihtisillantie,Knektbrovägen,1,1,1,02,01
8563,1811,2,32,1471138,H4422,2560044,6680994,2560055,6680985,Kontula(M),Gårdsbacka(M),Keinulaudantie,Gungbrädsvägen,1,1,1,01,21
8564,2010,2,13,2232213,E2340,2542467,6672457,2542460,6672478,Telamäentie,Kavelbackavägen,Hauenkalliontie,Gäddbergsvägen,1,1,1,02,01
8565,2005,2,1,2312201,E3143,2540497,6672014,2540491,6672011,Kalatorppa,Fisketorpet,Kalastajamäki,Fiskarbacken,1,1,1,02,01
8566,1811K,2,17,4910218,V9118,2561582,6681731,2561602,6681725,Keihästie,Spjutvägen,Länsimäentie,Västerkullavägen,1,1, ,05,21
8567,1816,2,4,1541143,H4559,2562461,6677089,2562453,6677097,Harbonkatu,Harbogatan,Meri-Rastilan tie 21,Havsrastbölevägen 21,1,1,1,01,21
8568,1802K,2,23,1491112,H4096,2558006,6674140,2558002,6674154,Lauri Mikonpojan tie,Lars Mickelssons väg,Koirasaarentie,Hundholmsvägen,0,1, ,01,21
8569,1805,2,12,1472105,H4397,2561246,6680630,2561246,6680630,Ohralankuja,Ohralagränden,Tuhkanummentie,Askmalmsvägen,1,1,1,01,21
8570,2003,1,14,2131250,E1312,2541892,6677524,2541900,6677541,Nihtisillanportti,Knektbroporten,Nihtisilta,Knektbron,1,1,1,02,01
8571,1811,2,33,1471174,H4420,2559889,6680702,2559904,6680695,Keinulaudantie,Gungbrädsvägen,Karpalotie,Tranbärsvägen,1,1,1,01,21
8572,2010,2,14,2232239,E2366,2542997,6672583,2542990,6672598,Hauenkallio,Gäddberget,Hauenkalliontie,Gäddbergsvägen,1,1,1,02,01
8573,1811K,2,18,1473180,H,2561649,6681307,2561646,6681295,"Mellunmäki(M), tulo","Mellungsb.(M), ank.",Mellunmäki(M),Mellungsbacka(M),1,1, , ,21
8574,2005,2,2,2314221,E3137,2540524,6671855,2540540,6671860,Kalaonni,Fiskelyckan,Kalastajantie,Fiskarvägen,1,1,1,02,01
8575,1816,2,5,1541139,H4561,2562732,6677180,2562727,6677188,Halkaisijantie,Klyvarvägen,Meri-Rastilan tie 23,Havsrastbölevägen 23,1,1,1,01,21
8576,1805,2,13,1472115,H4398,2561396,6680721,2561396,6680721,Lupajantie,Lupajavägen,Untamalantie,Untamalavägen,1,1,1,01,21
8577,2003,1,15,2131251,E1313,2541955,6677451,2541965,6677431,Nihtisilta,Knektbron,Turunväylä,Åboleden,1,1,1,02,01
8578,1802K,2,24,1491110,H4094,2558269,6674230,2558265,6674240,Isosaarentie,Mjölövägen,Isosaarentie,Mjölövägen,0,1, ,01,21
8579,1811,2,34,1471197,H4877,2559720,6680620,2559720,6680619,Karpalopolku,Tranbärsstigen,Kurkisuontie,Tranmossvägen,1,1,1,01,21
8580,2010,2,15,2232237,E2364,2543292,6672559,2543292,6672574,Haukilahden keskus,Gäddviks centrum,Haukilahdenkatu,Gäddviksgatan,1,1,1,02,01
8581,1805,2,14,1473113,H4893,2561651,6681195,2561651,6681210,Mellunmäki (M),Mellungsbacka (M),Kontulantie,Gårdsbackavägen,1,1,1,01,21
8582,1812,1,1,1473191,H4899,2562350,6680720,2562351,6680719,Rukatunturintie,Rukatunturivägen,Rukatunturintie,Rukatunturivägen,1,1,1,01,21
8583,2005,2,3,2312219,E3121,2540660,6671511,2540685,6671522,Kalastajankuja,Fiskargränden,Kalastajantie,Fiskarvägen,1,1,1,02,01
8584,1816,2,6,1541145,H4563,2563074,6677273,2563071,6677281,Kallvikinniemi,Kallviksudd,Leikosaarentie,Lekholmsvägen,1,1,1,01,21
8585,1811,2,35,1471195,H4879,2559560,6680710,2559556,6680707,Keinupolku,Gungstigen,Kurkisuontie,Tranmossvägen,1,1,1,01,21
8586,2003,1,16,2241209,E2445,2541682,6675280,2541691,6675282,Lukusolmu,Lukuknuten,Kilonväylä,Kiloleden,1,1,1,02,01
8587,1802K,2,25,1491108,H4092,2558412,6674485,2558397,6674490,Jussaarenkuja,Jussarögränden,Isosaarentie,Mjölövägen,0,1, ,01,21
8588,2010,2,16,2232220,E2347,2543501,6672493,2543514,6672495,Säynävätie,Idvägen,Toppelundintie,Toppelundsvägen,1,1,1,02,01
8589,1812,1,2,1473101,H4357,2562729,6680749,2562715,6680750,Kaunispääntie,Kaunispäävägen,Mellunmäentie,Mellungsbackavägen,1,1,1,01,21
8590,1805,2,15,1473121,H4399,2562145,6680289,2562145,6680289,Ojapuisto,Dikesparken,Ojatie,Dikesvägen,1,1,1,01,21
8591,1816,2,7,1541166,H4565,2563408,6677371,2563407,6677377,Vedenottamontie,Vattentäktsvägen,Leikosaarentie,Lekholmsvägen,1,1,1,01,21
8592,1811,2,36,1471193,H4881,2559280,6680659,2559279,6680660,Veteraanikuja,Veterangränden,Kurkisuontie 9,Tranmossvägen 9,1,1,1,01,21
8593,2010,2,17,2232218,E2345,2543698,6672188,2543695,6672208,Mellstenintie,Mellstensvägen,Toppelundintie,Toppelundsvägen,1,1,1,02,01
8594,2005,2,4,2312217,E3119,2541102,6671178,2541121,6671186,Nuottalahti,Notviken,Nuottaniementie,Notuddsvägen,1,1,1,02,01
8595,1802K,2,26,1491106,H4090,2558525,6674712,2558517,6674710,Yliskyläntie,Uppbyvägen,Kuvernöörintie,Guvernörsvägen,0,1,1,01,21
8596,2003,1,17,2241207,E2407,2541689,6674911,2541699,6674911,Kokinkylänsolmu,Kockbyknuten,Kilonväylä,Kiloleden,1,1,1,02,01
8597,1805,2,16,1473122,H4338,2561959,6680322,2561959,6680322,Uussillanrinne,Nybrobrinken,Uussillantie,Nybrovägen,1,1,1,01,21
8598,1812,1,3,1473103,H4359,2562595,6681042,2562586,6681030,Saanatunturintie,Saanatunturivägen,Mellunmäentie,Mellungsbackavägen,1,1,1,01,21
8599,1816,2,8,1541168,H4567,2563667,6677454,2563664,6677463,Iiluodontie,Iglovägen,Leikosaarentie,Lekholmsvägen,1,1, ,01,21
8600,1811,2,37,1474111,H4441,2559063,6680610,2559050,6680610,Panosaukio,Laddningsplatsen,Kurkimäentie,Tranbackavägen,1,1,1,01,21
8601,2010,2,18,2232216,E2343,2543904,6672219,2543901,6672238,Toppelund,Toppelund,Toppelundintie,Toppelundsvägen,1,1,1,02,01
8602,2005,2,5,2315215,E3144,2541455,6670881,2541454,6670902,Nuottaniemi,Notudden,Nuottaniementie,Notuddsvägen,1,1,1,02,01
8603,1802K,2,27,1491147,H4717,2558577,6674816,2558573,6674833,Yliskyläntie,Uppbyvägen,Yliskyläntie 3,Uppbyvägen 3,0,1,1,01,21
8604,2003,1,18,2322208,E3231,2541906,6673313,2541929,6673308,Gräsansolmu,Gräsaknuten,Kilonväylä,Kiloleden,1,1,1,02,01
8605,1805,2,17,1473123,H4339,2561740,6680299,2561740,6680299,Rekikuja,Slädgränden,Rekitie,Slädvägen,1,1,1,01,21
8606,1816,2,9,1546101,H4961,2563740,6677523,2563728,6677519,Leikosaarentie,Lekholmsvägen,Iiluodontie,Iglovägen,1,1, ,01,21
8607,1812,1,4,1473116,H4896,2562378,6681337,2562363,6681328,Saariselänt. palv.t.,"Saariselkäv.serv,hus",Saariseläntie,Saariselkävägen,1,1,1,01,21
8608,1811,2,38,1474184,H4884,2558848,6680523,2558854,6680494,Kivijatatie,Stensträngsvägen,Kivikonkaari 47,Stensbölebågen 47,1,1,1,01,21
8609,2010,2,19,2231232,E2324,2544053,6672311,2544033,6672310,Linnake,Fortet,Westendintie,Westendvägen,1,1,1,02,01
8610,1802K,2,28,1491150,H4718,2558688,6674882,2558708,6674865,Etanapolku,Snigelstigen,Yliskyläntie 4,Uppbyvägen 4,0,1,1,01,21
8611,2005,2,6,2311213,E3113,2541764,6671072,2541744,6671082,Nokkala,Nokkala,Nuottaniementie,Notuddsvägen,1,1,1,02,01
8612,2003,1,19,2322210,E3232,2541174,6672737,2541185,6672713,Piispansilta,Biskopsbron,Länsiväylä,Västerleden,1,1,1,02,01
8613,1805,2,18,1451104,H4378,2561308,6680053,2561312,6680051,Huntutie,Slöjvägen,Riskutie,Briskvägen,1,1,1,01,21
8614,1816,2,10,1532125,H4963,2563672,6677791,2563663,6677788,Mustankivenkatu,Svartstensgatan,Valkopaadentie,Vithällsvägen,1,1, ,01,21
8615,1811,2,39,1474109,H4885,2558720,6680680,2558755,6680703,Kivijatapolku,Stensträngsstigen,Kivijatatie 11,Stensträngsvägen 11,1,1,1,01,21
8616,1812,1,5,1473114,H4897,2562180,6681420,2562201,6681416,Saariselän palvelut.,Servicehuset Saarise,Saariseläntie,Saariselkävägen,1,1,1,01,21
8617,2010,2,20,2231230,E2322,2544125,6672573,2544102,6672569,Alalinnake,Nedre fortet,Westendintie,Westendvägen,1,1,1,02,01
8618,2005,2,7,2313211,E3129,2541841,6671372,2541828,6671358,Matinlahti,Mattviken,Matinkyläntie,Mattbyvägen,1,1,1,02,01
8619,1802K,2,29,1491148,H4716,2558566,6674852,2558571,6674832,Yliskyläntie,Uppbyvägen,Yliskyläntie 2,Uppbyvägen 2,0,1,1,01,21
8620,2003,1,20,2442208,E4450,2539340,6672053,2539364,6672029,Kurjenkellontie,Storklocksvägen,Hannuksentie,Hannusvägen,1,1,1,02,01
8621,1805,2,19,1451118,H4824,2561412,6679618,2561428,6679629,Sormuspolku,Ringstigen,Riskutie 22,Briskvägen 22,1,1,1,01,21
8622,1811,2,40,1474114,H4444,2558845,6680469,2558844,6680493,Kivijatatie,Stensträngsvägen,Kivikonkaari 44,Stensbölebågen 44,1,1,1,01,21
8623,1812,1,6,1473105,H4361,2562219,6681164,2562221,6681144,Pyhätunturintie,Pyhätunturivägen,Mellunmäentie,Mellungsbackavägen,1,1,1,01,21
8624,1816,2,11,1531121,H4573,2563621,6677906,2563611,6677903,Vuosaari(M),Nordsjö(M),Tyynylaavantie,Kuddlavevägen,1,1, , ,21
8625,2010,2,21,2231234,E2326,2544287,6672771,2544282,6672786,Mäenrinne,Backliden,Hiiralantie,Hirbölevägen,1,1,1,02,01
8626,2005,2,8,2311209,E3109,2541652,6671596,2541637,6671586,Sepetlahdentie,Sepetviksvägen,Matinkyläntie,Mattbyvägen,1,1,1,02,01
8627,1802K,2,30,1491105,H4089,2558522,6674634,2558534,6674637,Yliskyläntie,Uppbyvägen,Kuvernöörintie,Guvernörsvägen,0,1,1,01,21
8628,1805,2,20,1451119,H4825,2561567,6679416,2561578,6679429,Vartiokyläntie,Botbyvägen,Riskutie,Briskvägen,1,1,1,01,21
8629,2003,1,21,2442204,E4420,2539259,6671962,2539297,6671962,Hannus,Hannus,Hannuksentie,Hannusvägen,1,1,1,02,01
8630,1811,2,41,1474101,H4448,2559075,6680709,2559062,6680715,Kurkimäentie,Tranbackavägen,Kivikonkaari,Stensbölebågen,1,1,1,01,21
8631,1812,1,7,1473107,H4363,2562016,6681136,2562016,6681126,Siltapolku,Brostigen,Mellunmäentie,Mellungsbackavägen,1,1,1,01,21
8632,1817,1,1,1531102,H4570,2563629,6677840,2563642,6677842,Vuosaari(M),Nordsjö(M),Valkopaadentie,Vithällsvägen,1,1,1,01,21
8633,2010,2,22,2231207,E2307,2544736,6672616,2544720,6672625,Liinasaarentie,Linholmsvägen,Westendintie,Westendvägen,1,1,1,02,01
8634,1802K,2,31,1491169,H4126,2558635,6674523,2558635,6674530,Reposalmentie,Rävsundsvägen,Reposalmentie,Rävsundsvägen,0,1,1,01,21
8635,2005,2,9,2311206,E3106,2541531,6671862,2541514,6671855,Akselinpolku,Axelsstigen,Matinkyläntie,Mattbyvägen,1,1,1,02,01
8636,2003,1,22,2442206,E4422,2538869,6671483,2538874,6671468,Hannuksenpelto,Hannusåkern,Kaitaantie,Kaitansvägen,1,1,1,02,01
8637,1805,2,21,1451121,H4826,2561385,6679249,2561402,6679241,Lappeentie,Lappvesivägen,Vartiokyläntie 36,Botbyvägen 36,1,1,1,01,21
8638,1811,2,42,1474103,H4450,2559329,6681102,2559321,6681105,Järkälekuja,Bumlingsgränden,Kivikonkaari,Stensbölebågen,1,1,1,01,21
8639,1812,1,8,1473125,H4895,2561890,6681320,2561884,6681306,Luostonkuja,Luostogränden,Ounasvaarantie,Ounasvaaravägen,1,1,1,01,21
8640,1817,1,2,1545102,H4962,2563655,6677772,2563667,6677777,Mustankivenkatu,Svartstensgatan,Valkopaadentie,Vithällsvägen,1,1,1,01,21
8641,2005,2,10,2311202,E3102,2541360,6672246,2541346,6672240,Matinkylä (M),Mattby (M),Matinkyläntie,Mattbyvägen,1,1,1,02,01
8642,1802K,2,32,1491129,H4124,2558862,6674509,2558860,6674522,Koulutanhua,Skoltået,Reposalmentie,Rävsundsvägen,0,1,1,01,21
8643,2003,1,23,2442210,E4425,2538460,6671134,2538464,6671118,Iivisniemi,Ivisnäs,Kaitaantie,Kaitansvägen,1,1,1,02,01
8644,2010,2,23,2231205,E2305,2544942,6673015,2544926,6673020,Kuninkaanlahti,Konungsviken,Westendintie,Westendvägen,1,1,1,02,01
8645,1811,2,43,1474120,H,2559266,6681122,2559266,6681122,Kivikon terveysasema,Stensböle hälsostat.,Järkälekuja,Bumlingsgränden,1,1,1,01,21
8646,1812,1,9,1473180,H,2561649,6681307,2561646,6681295,"Mellunmäki(M), tulo","Mellungsb.(M), ank.",Mellunmäki(M),Mellungsbacka(M),1,1,1,01,21
8647,2005,2,11,2311210,E3110,2541193,6672567,2541179,6672561,Piispanaukio,Biskopsplatsen,Piispansilta,Biskopsbron,1,1,1,02,01
8648,1805,2,22,1451175,H4365,2561168,6679224,2561164,6679211,Valkealantie,Valkealavägen,Kiviportintie,Stenportsvägen,1,1,1,01,21
8649,1817,1,3,1545100,H4960,2563696,6677583,2563710,6677586,Leikosaarentie,Lekholmsvägen,Iiluodontie,Iglovägen,1,1,1,01,21
8650,1802K,2,33,1491127,H4122,2558988,6674832,2558973,6674828,Kiiltomadonpolku,Lysmaskstigen,Ilomäentie,Ilomäkivägen,0,1,1,01,21
8651,2010,2,24,2231208,E2308,2544833,6673254,2544834,6673242,Westendinasema,Westendstationen,Westendinkatu,Westendgatan,1,1,1,02,01
8652,2003,1,24,2443212,E4433,2538071,6670855,2538089,6670846,Hannusjärvi,Hannusträsket,Kaitaantie,Kaitansvägen,1,1,1,02,01
8653,1811,2,44,1474105,H4452,2559317,6681295,2559301,6681294,Varustuksentie,Rustningsvägen,Kivikonkaari,Stensbölebågen,1,1,1,01,21
8654,1812,1,10,1472135,H4473,2561290,6681450,2561290,6681450,Aarteenetsijäntie,Skattsökarvägen,Paneliantie,Paneliavägen,1,1,1,01,21
8655,1805,2,23,1453125,H4818,2560759,6679060,2560776,6679074,Nyytorpinpolku,Nytorpstigen,Kukkaniityntie,Blomängsvägen,1,1,1,01,21
8656,2005,2,12,2322212,E3234,2541111,6672779,2541087,6672770,Piispanristi,Biskopskorset,Piispansilta,Biskopsbron,1,1,1,02,01
8657,1817,1,4,1541169,H4568,2563623,6677459,2563628,6677449,Iiluodontie,Iglovägen,Leikosaarentie,Lekholmsvägen,1,1,1,01,21
8658,1802K,2,34,1491125,H4120,2558841,6675166,2558829,6675163,Marunakuja,Malörtsgränden,Marunakuja,Malörtsgränden,0,1,1,01,21
8659,2010,2,25,2211275,E2015,2544729,6673643,2544705,6673642,Tuuliniitty,Vindängen,Etelätuulentie,Sunnanvindsvägen,1,1,1,02,01
8660,2003,1,25,2443214,E4435,2537932,6670615,2537947,6670604,Kaitaankulma,Kaitvinkeln,Kaitaantie,Kaitansvägen,1,1,1,02,01
8661,1812,1,11,1472111,H4891,2561144,6681546,2561132,6681555,Paneliantie,Paneliavägen,Tuukkalantie 11,Tuukkalavägen 11,1,1,1,01,21
8662,1811,2,45,1474107,H4454,2559539,6681449,2559551,6681467,Linnoituksentie,Fästningsvägen,Kivikonkaari,Stensbölebågen,1,1,1,01,21
8663,1805,2,24,1453111,H4344,2560923,6678823,2560929,6678814,Rantakartanontie,Strandgårdsvägen,Vanhanlinnantie,Vanhalinnavägen,1,1,1,01,21
8664,2010,2,26,2212214,E2105,2544601,6674107,2544589,6674104,Pohjantie (M),Nordvägen (M),Pohjantie,Nordvägen,1,1,1,02,01
8665,1817,1,5,1545106,H4906,2563551,6677327,2563560,6677332,Leikosaarenraitti,Lekholmsstråket,Hiekkalaiturintie 3,Sandkajsvägen 3,1,1,1,01,21
8666,2005,2,13,2323207,E3256,2541072,6673043,2541055,6673039,Päiväntaite,Middagshöjden,Olarinkatu,Olarsgatan,1,1,1,02,01
8667,1811,2,46,1471141,H4427,2559711,6681444,2559698,6681443,Kivikonkaari,Stensbölebågen,Kontulankaari 1,Gårdsbackabågen 1,1,1,1,01,21
8668,2003,1,26,2412228,E4117,2537543,6670375,2537552,6670359,Kaskivuori,Svedjeberget,Yläkartanontie,Övergårdsvägen,1,1,1,02,01
8669,1805,2,25,1453108,H4342,2560770,6678758,2560771,6678753,Puotila(M),Botby gård(M),Vanhanlinnantie,Vanhalinnavägen,1,1,1,01,21
8670,1812,1,12,1472104,H4883,2561214,6681614,2561213,6681614,Tuukkalankuja,Tuukkalagränden,Tuukkalankuja,Tuukkalagränden,1,1,1,01,21
8671,1802K,2,35,1491152,H4246,2559076,6675216,2559045,6675221,Humalniementie 15,Humleuddsvägen 15,Humalniementie,Humleuddsvägen,0,1,1,01,21
8672,2010,2,27,2212216,E2107,2544506,6674461,2544487,6674452,WeeGee-talo,WeeGee-huset,Pohjantie,Nordvägen,1,1,1,02,01
8673,2005,2,14,2323252,E3268,2540951,6673293,2540935,6673285,Meteorinsilta,Meteorbron,Olarinkatu,Olarsgatan,1,1,1,02,01
8674,1817,1,6,1545107,H4907,2563659,6677150,2563672,6677158,Hiekkalaiturinraitti,Sandkajsstråket,Hiekkalaiturintie,Sandkajsvägen,1,1,1,01,21
8675,2003,1,27,2412226,E4115,2537298,6670245,2537307,6670231,Ylä-Soukka,Övre Sökö,Yläkartanontie,Övergårdsvägen,1,1,1,02,01
8676,1811,2,47,1471143,H4429,2559744,6681719,2559731,6681721,Sakara,Hornet,Kontulankaari,Gårdsbackabågen,1,1,1,01,21
8677,1805,2,26,1453113,H4821,2560578,6678929,2560566,6678923,Orvokkitie,Violvägen,Arhotie,Sandarvsvägen,1,1,1,01,21
8678,1802K,2,36,1491199,H4699,2558864,6675487,2558861,6675469,Kanavamäki 16,Kanalbacken 16,Kanavamäki,Kanalbacken,0,1,1,01,21
8679,1812,1,13,1472109,H4889,2561144,6681723,2561128,6681721,Vesalantie,Ärvingsvägen,Tuukkalantie 15,Tuukkalavägen 15,1,1,1,01,21
8680,1817,1,7,1531111,H4908,2563694,6677061,2563702,6677052,Kallahti,Kallvik,Hiekkalaiturintie,Sandkajsvägen,1,1, , ,21
8681,2005,2,15,2323250,E3266,2540746,6673684,2540729,6673676,Auringonkatu,Solgatan,Olarinkatu,Olarsgatan,1,1,1,02,01
8682,2003,1,28,2412224,E4113,2537041,6670114,2537048,6670098,Kaskilaakso,Svedjedalen,Yläkartanontie,Övergårdsvägen,1,1,1,02,01
8683,1811,2,48,1474123,H4873,2559707,6681989,2559686,6681986,Ruutikuja,Krutgränden,Linnoittajantie 5,Befästarvägen 5,1,1,1,01,21
8684,2010,2,28,2212218,E2109,2544379,6674689,2544362,6674678,Kaskenkaataja,Svedjefällaren,Pohjantie,Nordvägen,1,1,1,02,01
8685,1812,1,14,1472107,H4887,2560692,6681939,2560688,6681918,Koskenhaantie,Forshagavägen,Vesalantie,Ärvingsvägen,1,1,1,01,21
8686,1805,2,27,1453123,H4822,2560374,6679027,2560371,6679045,Arhotie,Sandarvsvägen,Arhotie 22,Sandarvsvägen 22,1,1,1,01,21
8687,1802K,2,37,1491102,H4086,2558347,6675228,2558333,6675216,Itäniitynpolku,Österängsstigen,Laajasalontie 10,Degerövägen 10,0,1,1,01,21
8688,1817,2,1,1531111,H4908,2563694,6677061,2563702,6677052,Kallahti,Kallvik,Hiekkalaiturintie,Sandkajsvägen,1,1,1,01,21
8689,2005,2,16,2322238,E3244,2540902,6673887,2540898,6673904,Alaportti,Nederporten,Ruomelantie,Romensvägen,1,1,1,02,01
8690,1811,2,49,1474115,H4875,2559906,6682357,2559911,6682369,Patteripolku,Batteristigen,Patterikuja,Batterigränden,1,1, , ,21
8691,2003,1,29,2412222,E4111,2536777,6669975,2536765,6669964,Soukanlahti,Sököviken,Espoonlahdentie,Esboviksvägen,1,1,1,02,01
8692,2010,2,29,2215274,E2072,2544789,6675040,2544788,6675057,Kalevanvainio,Kalevaängen,Kalevalantie,Kalevalavägen,1,1,1,02,01
8693,1805,2,28,1453103,H4820,2560572,6678859,2560594,6678870,Orvokkitie,Violvägen,Arhotie,Sandarvsvägen,1,1,1,01,21
8694,1812,1,15,1471122,H4462,2560410,6681839,2560423,6681840,Paneliantie,Paneliavägen,Kotikonnuntie,Hemgårdsvägen,1,1,1,01,21
8695,1802K,2,38,1434174,H4084,2558026,6675512,2558012,6675503,Tuorinniemi,Torsnäs,Linnanrakentajantie,Borgbyggarvägen,0,1,1,01,21
8696,1817,2,2,1545103,H4965,2563578,6677034,2563588,6677025,Hiekkajaalanpolku,Sandskutsstigen,Hiekkajaalanranta,Sandskutsstranden,1,1,1,01,21
8697,1811B,1,1,1474115,H4875,2559906,6682357,2559911,6682369,Patteripolku,Batteristigen,Patterikuja,Batterigränden,1,1,1,01,21
8698,2010,2,30,2222226,E2221,2545360,6675096,2545373,6675106,Innopoli,Innopoli,Tekniikantie,Teknikvägen,1,1,1,02,01
8699,2005,2,17,2322236,E3242,2541172,6673896,2541174,6673913,Itäportti,Österporten,Ruomelantie,Romensvägen,1,1,1,02,01
8700,2003,1,30,2411264,E4025,2536678,6670217,2536664,6670216,Ristiniementie,Korsnäsvägen,Espoonlahdentie,Esboviksvägen,1,1,1,02,01
8701,1805,2,29,1453120,H4340,2560500,6678646,2560507,6678633,Vanhanlinnantie,Vanhalinnavägen,Vanhanlinnantie,Vanhalinnavägen,1,1,1,01,21
8702,1812,1,16,1471108,H4858,2560258,6681805,2560269,6681814,Kontukuja,Gårdsgränden,Kontukuja 3,Gårdsgränden 3,1,1,1,01,21
8703,1802K,2,39,1434176,H4280,2557900,6675654,2557902,6675641,Kaivolahdenkatu,Brunnsviksgatan,Kaivolahdenkatu,Brunnsviksgatan,0,1,1,01,21
8704,1817,2,3,1545109,H4909,2563543,6677198,2563532,6677202,Kalkkihiekankuja,Kalksandsgränden,Kalkkihiekantie,Kalksandsvägen,1,1,1,01,21
8705,1811B,1,2,1474124,H4874,2559658,6682001,2559684,6682002,Ruutikuja,Krutgränden,Linnoittajantie 6,Befästarvägen 6,1,1,1,01,21
8706,2005,2,18,2322248,E3250,2541415,6674018,2541399,6674012,Yliskallio,Oppiberget,Uuskartanontie,Nygårdsvägen,1,1,1,02,01
8707,2010,2,31,2222224,E2219,2545767,6675159,2545752,6675175,Tietotie,Datavägen,Tietotie,Datavägen,1,1,1,02,01
8708,1805,2,30,1453122,H4275,2560228,6678491,2560236,6678478,Korsholmantie,Korsholmsvägen,Turunlinnantie,Åbohusvägen,1,1,1,01,21
8709,1802K,2,40,1434178,H4072,2557725,6675749,2557713,6675747,Kerttulinkuja,Gertrudsgränden,Laivalahdenkaari 16,Båtsviksbågen 16,0,1,1,01,21
